"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","netsolver",,,,"User:","root"
"Cmdline:","dstat --net --time -N dc2.s1-eth7 --nocolor --output ./results/scaleout/10000-from-ids.csv",,,,"Date:","28 Jul 2017 21:58:53 UTC"

"net/dc2.s1-eth7",,"system"
"recv","send","time"
0.0,0.0,28-07 21:58:53
0.0,0.0,28-07 21:58:54
0.0,0.0,28-07 21:58:55
0.0,0.0,28-07 21:58:56
2220.0,21301058.0,28-07 21:58:57
370.0,70048057.0,28-07 21:58:58
370.0,68080842.0,28-07 21:58:59
370.0,66454512.0,28-07 21:59:00
370.0,58297570.0,28-07 21:59:01
370.0,64265821.0,28-07 21:59:02
370.0,67923689.0,28-07 21:59:03
370.0,61693883.0,28-07 21:59:04
370.0,64508184.0,28-07 21:59:05
370.0,64726725.0,28-07 21:59:06
370.0,64886891.0,28-07 21:59:07
370.0,70536329.0,28-07 21:59:08
370.0,63316809.0,28-07 21:59:09
370.0,66095822.0,28-07 21:59:10
370.0,63782651.0,28-07 21:59:11
370.0,63840863.0,28-07 21:59:12
370.0,66295330.0,28-07 21:59:13
412.0,67046974.0,28-07 21:59:14
370.0,65941432.0,28-07 21:59:15
370.0,66586238.0,28-07 21:59:16
370.0,65695827.0,28-07 21:59:17
370.0,66519016.0,28-07 21:59:18
412.0,65768449.0,28-07 21:59:19
370.0,65824727.0,28-07 21:59:20
370.0,64723281.0,28-07 21:59:21
370.0,66010823.0,28-07 21:59:22
370.0,65591557.0,28-07 21:59:23
370.0,65547019.0,28-07 21:59:24
370.0,65870745.0,28-07 21:59:25
370.0,63142739.0,28-07 21:59:26
370.0,67338967.0,28-07 21:59:27
370.0,68492004.0,28-07 21:59:28
370.0,66528134.0,28-07 21:59:29
370.0,65044541.0,28-07 21:59:30
370.0,63663964.0,28-07 21:59:31
370.0,64824907.0,28-07 21:59:32
370.0,66840921.0,28-07 21:59:33
370.0,67860566.0,28-07 21:59:34
370.0,67428062.0,28-07 21:59:35
370.0,65309778.0,28-07 21:59:36
370.0,67559020.0,28-07 21:59:37
370.0,65466702.0,28-07 21:59:38
370.0,66355860.0,28-07 21:59:39
370.0,66431891.0,28-07 21:59:40
370.0,65983401.0,28-07 21:59:41
370.0,63306726.0,28-07 21:59:42
370.0,67997269.0,28-07 21:59:43
370.0,67906117.0,28-07 21:59:44
370.0,67792464.0,28-07 21:59:45
370.0,68613765.0,28-07 21:59:46
370.0,68610711.0,28-07 21:59:47
370.0,68855779.0,28-07 21:59:48
370.0,69496520.0,28-07 21:59:49
370.0,67977651.0,28-07 21:59:50
370.0,68271162.0,28-07 21:59:51
412.0,65766472.0,28-07 21:59:52
370.0,65707851.0,28-07 21:59:53
370.0,67395604.0,28-07 21:59:54
370.0,68428279.0,28-07 21:59:55
370.0,66422853.0,28-07 21:59:56
412.0,67563761.0,28-07 21:59:57
370.0,68367812.0,28-07 21:59:58
370.0,64198058.0,28-07 21:59:59
370.0,65457160.0,28-07 22:00:00
370.0,63863099.0,28-07 22:00:01
370.0,66433068.0,28-07 22:00:02
370.0,66319870.0,28-07 22:00:03
370.0,61237735.0,28-07 22:00:04
370.0,62972797.0,28-07 22:00:05
370.0,64007540.0,28-07 22:00:06
370.0,65228971.0,28-07 22:00:07
370.0,65797506.0,28-07 22:00:08
370.0,65823616.0,28-07 22:00:09
370.0,66325897.0,28-07 22:00:10
370.0,61355708.0,28-07 22:00:11
370.0,63029407.0,28-07 22:00:12
370.0,63928660.0,28-07 22:00:13
370.0,65612136.0,28-07 22:00:14
370.0,66511104.0,28-07 22:00:15
370.0,63282404.0,28-07 22:00:16
370.0,60467890.0,28-07 22:00:17
370.0,64036788.0,28-07 22:00:18
370.0,55822873.0,28-07 22:00:19
370.0,61918587.0,28-07 22:00:20
370.0,62244572.0,28-07 22:00:21
370.0,58697293.0,28-07 22:00:22
370.0,58890255.0,28-07 22:00:23
370.0,60893242.0,28-07 22:00:24
412.0,63345144.0,28-07 22:00:25
370.0,59824490.0,28-07 22:00:26
370.0,63078154.0,28-07 22:00:27
370.0,64905320.0,28-07 22:00:28
370.0,63130758.0,28-07 22:00:29
370.0,65800244.0,28-07 22:00:30
370.0,67782789.0,28-07 22:00:31
370.0,67368345.0,28-07 22:00:32
370.0,67486630.0,28-07 22:00:33
370.0,67216646.0,28-07 22:00:34
370.0,66761288.0,28-07 22:00:35
370.0,67315451.0,28-07 22:00:36
370.0,66638599.0,28-07 22:00:37
370.0,65433877.0,28-07 22:00:38
370.0,64621127.0,28-07 22:00:39
412.0,56996443.0,28-07 22:00:40
370.0,65018597.0,28-07 22:00:41
370.0,61478132.0,28-07 22:00:42
370.0,65592975.0,28-07 22:00:43
370.0,65098493.0,28-07 22:00:44
370.0,69493910.0,28-07 22:00:45
370.0,68616100.0,28-07 22:00:46
370.0,68558413.0,28-07 22:00:47
370.0,66796060.0,28-07 22:00:48
370.0,68078339.0,28-07 22:00:49
370.0,68365581.0,28-07 22:00:50
370.0,68786184.0,28-07 22:00:51
370.0,70126756.0,28-07 22:00:52
370.0,69364076.0,28-07 22:00:53
370.0,68792939.0,28-07 22:00:54
370.0,68606394.0,28-07 22:00:55
370.0,65033389.0,28-07 22:00:56
370.0,68307876.0,28-07 22:00:57
412.0,69073903.0,28-07 22:00:58
370.0,67958451.0,28-07 22:00:59
370.0,68515175.0,28-07 22:01:00
370.0,67536052.0,28-07 22:01:01
370.0,68881099.0,28-07 22:01:02
370.0,67613893.0,28-07 22:01:03
370.0,67759142.0,28-07 22:01:04
370.0,68031399.0,28-07 22:01:05
370.0,67222132.0,28-07 22:01:06
370.0,67565186.0,28-07 22:01:07
370.0,67624978.0,28-07 22:01:08
370.0,67562974.0,28-07 22:01:09
370.0,68462576.0,28-07 22:01:10
370.0,66146399.0,28-07 22:01:11
370.0,66196735.0,28-07 22:01:12
370.0,67694656.0,28-07 22:01:13
370.0,67499163.0,28-07 22:01:14
370.0,67225625.0,28-07 22:01:15
370.0,67828084.0,28-07 22:01:16
370.0,66458208.0,28-07 22:01:17
370.0,65218074.0,28-07 22:01:18
370.0,64749809.0,28-07 22:01:19
370.0,61108628.0,28-07 22:01:20
370.0,65501369.0,28-07 22:01:21
370.0,65193579.0,28-07 22:01:22
412.0,65820350.0,28-07 22:01:23
370.0,67767852.0,28-07 22:01:24
370.0,67699256.0,28-07 22:01:25
370.0,64287881.0,28-07 22:01:26
370.0,70961647.0,28-07 22:01:27
370.0,124152562.0,28-07 22:01:28
370.0,122927341.0,28-07 22:01:29
370.0,124007689.0,28-07 22:01:30
412.0,127280206.0,28-07 22:01:31
370.0,122245300.0,28-07 22:01:32
370.0,124361163.0,28-07 22:01:33
370.0,127482111.0,28-07 22:01:34
370.0,124362285.0,28-07 22:01:35
370.0,121944756.0,28-07 22:01:36
370.0,125902310.0,28-07 22:01:37
370.0,123223329.0,28-07 22:01:38
