"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","netsolver",,,,"User:","root"
"Cmdline:","dstat --net --time -N dc2.s1-eth9 --nocolor --output ./results/scaleout/100-from-vpn-ids.csv",,,,"Date:","28 Jul 2017 21:48:13 UTC"

"net/dc2.s1-eth9",,"system"
"recv","send","time"
0.0,0.0,28-07 21:48:13
0.0,0.0,28-07 21:48:14
0.0,0.0,28-07 21:48:15
0.0,0.0,28-07 21:48:16
1480.0,581629.0,28-07 21:48:17
370.0,1289414.0,28-07 21:48:18
0.0,1293359.0,28-07 21:48:19
0.0,1304333.0,28-07 21:48:20
0.0,1305758.0,28-07 21:48:21
0.0,1302771.0,28-07 21:48:22
0.0,1305576.0,28-07 21:48:23
0.0,1305418.0,28-07 21:48:24
0.0,1302749.0,28-07 21:48:25
0.0,1300239.0,28-07 21:48:26
0.0,1303717.0,28-07 21:48:27
1480.0,1263738.0,28-07 21:48:28
370.0,1291328.0,28-07 21:48:29
0.0,1304620.0,28-07 21:48:30
0.0,1300374.0,28-07 21:48:31
0.0,1305346.0,28-07 21:48:32
0.0,1304865.0,28-07 21:48:33
0.0,1302873.0,28-07 21:48:34
0.0,1302592.0,28-07 21:48:35
0.0,1306781.0,28-07 21:48:36
0.0,1307138.0,28-07 21:48:37
1480.0,1258717.0,28-07 21:48:38
370.0,1292131.0,28-07 21:48:39
0.0,1306572.0,28-07 21:48:40
0.0,1300511.0,28-07 21:48:41
0.0,1299561.0,28-07 21:48:42
42.0,1303438.0,28-07 21:48:43
0.0,1304762.0,28-07 21:48:44
0.0,1303154.0,28-07 21:48:45
0.0,1305242.0,28-07 21:48:46
0.0,1302657.0,28-07 21:48:47
1480.0,1262097.0,28-07 21:48:48
370.0,1290250.0,28-07 21:48:49
0.0,1299873.0,28-07 21:48:50
0.0,1302480.0,28-07 21:48:51
0.0,1305612.0,28-07 21:48:52
0.0,1304848.0,28-07 21:48:53
0.0,1302862.0,28-07 21:48:54
0.0,1305274.0,28-07 21:48:55
0.0,1305044.0,28-07 21:48:56
0.0,1304005.0,28-07 21:48:57
1480.0,1274583.0,28-07 21:48:58
370.0,1282790.0,28-07 21:48:59
0.0,1293595.0,28-07 21:49:00
0.0,1304341.0,28-07 21:49:01
0.0,1305596.0,28-07 21:49:02
42.0,1303930.0,28-07 21:49:03
0.0,1303457.0,28-07 21:49:04
0.0,1300846.0,28-07 21:49:05
0.0,1304237.0,28-07 21:49:06
0.0,1306029.0,28-07 21:49:07
0.0,1304295.0,28-07 21:49:08
1480.0,1259286.0,28-07 21:49:09
370.0,1283460.0,28-07 21:49:10
0.0,1303294.0,28-07 21:49:11
0.0,1301700.0,28-07 21:49:12
0.0,1305508.0,28-07 21:49:13
0.0,1304703.0,28-07 21:49:14
0.0,1301493.0,28-07 21:49:15
0.0,1304134.0,28-07 21:49:16
0.0,1283459.0,28-07 21:49:17
0.0,1302890.0,28-07 21:49:18
1480.0,1252393.0,28-07 21:49:19
370.0,1291123.0,28-07 21:49:20
0.0,1298862.0,28-07 21:49:21
0.0,1303973.0,28-07 21:49:22
42.0,1305556.0,28-07 21:49:23
0.0,1303179.0,28-07 21:49:24
0.0,1304762.0,28-07 21:49:25
0.0,1304534.0,28-07 21:49:26
0.0,1303789.0,28-07 21:49:27
0.0,1305868.0,28-07 21:49:28
1480.0,1263650.0,28-07 21:49:29
370.0,1293877.0,28-07 21:49:30
0.0,1293259.0,28-07 21:49:31
0.0,1299396.0,28-07 21:49:32
0.0,1304527.0,28-07 21:49:33
0.0,1303065.0,28-07 21:49:34
