"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","netsolver",,,,"User:","root"
"Cmdline:","dstat --net --time -N dc2.s1-eth7 --nocolor --output ./results/scaleout/1000-from-ids1.csv",,,,"Date:","25 Jul 2017 19:11:40 UTC"

"net/dc2.s1-eth7",,"system"
"recv","send","time"
0.0,0.0,25-07 19:11:40
1110.0,3148550.0,25-07 19:11:41
1110.0,6964979.0,25-07 19:11:42
740.0,7559772.0,25-07 19:11:43
370.0,8836902.0,25-07 19:11:44
0.0,8449633.0,25-07 19:11:45
782.0,8296402.0,25-07 19:11:46
42.0,9563117.0,25-07 19:11:47
782.0,9050517.0,25-07 19:11:48
0.0,9827895.0,25-07 19:11:49
370.0,9875016.0,25-07 19:11:50
370.0,9105985.0,25-07 19:11:51
370.0,8872224.0,25-07 19:11:52
740.0,9051908.0,25-07 19:11:53
370.0,10419090.0,25-07 19:11:54
0.0,8508049.0,25-07 19:11:55
740.0,9640487.0,25-07 19:11:56
0.0,10323573.0,25-07 19:11:57
370.0,9115268.0,25-07 19:11:58
370.0,9533811.0,25-07 19:11:59
412.0,9251694.0,25-07 19:12:00
740.0,9319724.0,25-07 19:12:01
370.0,11157136.0,25-07 19:12:02
370.0,9010188.0,25-07 19:12:03
370.0,9179971.0,25-07 19:12:04
370.0,10196495.0,25-07 19:12:05
0.0,8862912.0,25-07 19:12:06
370.0,10457965.0,25-07 19:12:07
740.0,9572616.0,25-07 19:12:08
370.0,11522744.0,25-07 19:12:09
42.0,9789084.0,25-07 19:12:10
412.0,10021929.0,25-07 19:12:11
370.0,12767809.0,25-07 19:12:12
370.0,11526261.0,25-07 19:12:13
740.0,9976065.0,25-07 19:12:14
370.0,11869441.0,25-07 19:12:15
370.0,9701318.0,25-07 19:12:16
370.0,12283052.0,25-07 19:12:17
0.0,9209366.0,25-07 19:12:18
740.0,12287288.0,25-07 19:12:19
370.0,9314782.0,25-07 19:12:20
0.0,10618417.0,25-07 19:12:21
370.0,10418282.0,25-07 19:12:22
740.0,11749716.0,25-07 19:12:23
0.0,9683531.0,25-07 19:12:24
740.0,10672147.0,25-07 19:12:25
0.0,10229301.0,25-07 19:12:26
740.0,10814584.0,25-07 19:12:27
370.0,9405465.0,25-07 19:12:28
370.0,12087804.0,25-07 19:12:29
0.0,9593949.0,25-07 19:12:30
740.0,8692156.0,25-07 19:12:31
42.0,10096168.0,25-07 19:12:32
370.0,10016638.0,25-07 19:12:33
370.0,10847438.0,25-07 19:12:34
370.0,9484029.0,25-07 19:12:35
740.0,10093655.0,25-07 19:12:36
370.0,9428026.0,25-07 19:12:37
412.0,10290402.0,25-07 19:12:38
412.0,9719092.0,25-07 19:12:39
0.0,10142152.0,25-07 19:12:40
740.0,11191374.0,25-07 19:12:41
0.0,9962283.0,25-07 19:12:42
370.0,11298274.0,25-07 19:12:43
740.0,11160672.0,25-07 19:12:44
0.0,10085072.0,25-07 19:12:45
740.0,12351957.0,25-07 19:12:46
0.0,9485895.0,25-07 19:12:47
740.0,10563561.0,25-07 19:12:48
370.0,10118072.0,25-07 19:12:49
