"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain22-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","19 Jul 2017 01:04:26 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,19-07 01:04:26
0,0,19-07 01:04:27
0,0,19-07 01:04:28
0,0,19-07 01:04:29
0,0,19-07 01:04:30
0,0,19-07 01:04:31
0,0,19-07 01:04:32
0,0,19-07 01:04:33
0,0,19-07 01:04:34
0,0,19-07 01:04:35
0,0,19-07 01:04:36
0,0,19-07 01:04:37
180608,0,19-07 01:04:38
794644,0,19-07 01:04:39
1250170,0,19-07 01:04:40
1286671,0,19-07 01:04:41
1149652,0,19-07 01:04:42
1252915,0,19-07 01:04:43
1279408,0,19-07 01:04:44
1278090,0,19-07 01:04:45
1282368,0,19-07 01:04:46
1274548,0,19-07 01:04:47
1278796,0,19-07 01:04:48
1280440,0,19-07 01:04:49
1277712,0,19-07 01:04:50
1280984,0,19-07 01:04:51
1258366,0,19-07 01:04:52
1271935,0,19-07 01:04:53
1281980,0,19-07 01:04:54
1273248,0,19-07 01:04:55
1284141,0,19-07 01:04:56
1288598,0,19-07 01:04:57
1286287,0,19-07 01:04:58
1284992,0,19-07 01:04:59
1286064,0,19-07 01:05:00
1269826,0,19-07 01:05:01
1096827,2136,19-07 01:05:02
1230742,0,19-07 01:05:03
853911,0,19-07 01:05:04
1284699,0,19-07 01:05:05
1288046,0,19-07 01:05:06
1279181,0,19-07 01:05:07
1278440,0,19-07 01:05:08
1278712,0,19-07 01:05:09
1272968,1068,19-07 01:05:10
1244702,1068,19-07 01:05:11
1265588,712,19-07 01:05:12
1286071,0,19-07 01:05:13
1255308,356,19-07 01:05:14
1290041,356,19-07 01:05:15
1263079,712,19-07 01:05:16
1240606,0,19-07 01:05:17
1164173,712,19-07 01:05:18
1263754,356,19-07 01:05:19
1289625,0,19-07 01:05:20
1293165,0,19-07 01:05:21
1291632,0,19-07 01:05:22
1289861,0,19-07 01:05:23
909592,1780,19-07 01:05:24
885934,356,19-07 01:05:25
600503,0,19-07 01:05:26
1271882,0,19-07 01:05:27
1255131,0,19-07 01:05:28
1284264,0,19-07 01:05:29
1150618,0,19-07 01:05:30
1255463,0,19-07 01:05:31
1278320,0,19-07 01:05:32
1280486,0,19-07 01:05:33
1220512,0,19-07 01:05:34
1257108,0,19-07 01:05:35
1281796,0,19-07 01:05:36
1281860,0,19-07 01:05:37
1277712,0,19-07 01:05:38
1277528,0,19-07 01:05:39
1274861,0,19-07 01:05:40
1280115,0,19-07 01:05:41
1277640,0,19-07 01:05:42
1271549,0,19-07 01:05:43
1280845,0,19-07 01:05:44
