"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain10-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","19 Jul 2017 05:37:17 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,19-07 05:37:17
0,0,19-07 05:37:18
0,0,19-07 05:37:19
0,0,19-07 05:37:20
0,0,19-07 05:37:21
0,0,19-07 05:37:22
0,0,19-07 05:37:23
0,0,19-07 05:37:24
0,0,19-07 05:37:25
518269,0,19-07 05:37:26
1121273,0,19-07 05:37:27
1003537,0,19-07 05:37:28
1174465,0,19-07 05:37:29
894038,0,19-07 05:37:30
968171,0,19-07 05:37:31
1056608,0,19-07 05:37:32
1056504,0,19-07 05:37:33
1044990,0,19-07 05:37:34
1069728,0,19-07 05:37:35
1036988,0,19-07 05:37:36
1079440,0,19-07 05:37:37
1082976,0,19-07 05:37:38
1020060,0,19-07 05:37:39
1067692,0,19-07 05:37:40
1097648,0,19-07 05:37:41
1067765,0,19-07 05:37:42
1097966,0,19-07 05:37:43
1081796,0,19-07 05:37:44
1143938,0,19-07 05:37:45
1045204,0,19-07 05:37:46
1144101,0,19-07 05:37:47
1144276,0,19-07 05:37:48
1171706,0,19-07 05:37:49
1184923,0,19-07 05:37:50
1134776,0,19-07 05:37:51
1071109,0,19-07 05:37:52
974663,0,19-07 05:37:53
749487,2136,19-07 05:37:54
995463,0,19-07 05:37:55
825694,0,19-07 05:37:56
881294,712,19-07 05:37:57
1150887,0,19-07 05:37:58
1080413,0,19-07 05:37:59
1104020,0,19-07 05:38:00
979974,0,19-07 05:38:01
995052,0,19-07 05:38:02
998616,0,19-07 05:38:03
1161295,1068,19-07 05:38:04
1008783,1068,19-07 05:38:05
1153997,356,19-07 05:38:06
1037937,0,19-07 05:38:07
998859,712,19-07 05:38:08
1195038,356,19-07 05:38:09
1115686,712,19-07 05:38:10
1062183,0,19-07 05:38:11
1045546,0,19-07 05:38:12
1050430,0,19-07 05:38:13
864463,1068,19-07 05:38:14
1183433,0,19-07 05:38:15
1089909,0,19-07 05:38:16
1159849,0,19-07 05:38:17
1204076,0,19-07 05:38:18
1165706,0,19-07 05:38:19
382043,0,19-07 05:38:20
439274,712,19-07 05:38:21
517008,1424,19-07 05:38:22
467691,712,19-07 05:38:23
675198,0,19-07 05:38:24
1159048,0,19-07 05:38:25
