"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain24-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","19 Jul 2017 21:06:30 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,19-07 21:06:30
0,0,19-07 21:06:31
0,0,19-07 21:06:32
0,0,19-07 21:06:33
0,0,19-07 21:06:34
0,0,19-07 21:06:35
0,0,19-07 21:06:36
0,0,19-07 21:06:37
0,0,19-07 21:06:38
0,0,19-07 21:06:39
0,0,19-07 21:06:40
0,0,19-07 21:06:41
0,0,19-07 21:06:42
166632,0,19-07 21:06:43
760362,0,19-07 21:06:44
1006364,0,19-07 21:06:45
1133582,0,19-07 21:06:46
912842,0,19-07 21:06:47
1043346,0,19-07 21:06:48
1039598,0,19-07 21:06:49
1048324,0,19-07 21:06:50
1104076,0,19-07 21:06:51
1011318,0,19-07 21:06:52
1080080,0,19-07 21:06:53
1062748,0,19-07 21:06:54
1047936,0,19-07 21:06:55
1091760,0,19-07 21:06:56
984472,0,19-07 21:06:57
1142548,0,19-07 21:06:58
1124876,0,19-07 21:06:59
1089912,0,19-07 21:07:00
1102261,0,19-07 21:07:01
1060128,0,19-07 21:07:02
1147180,0,19-07 21:07:03
1155437,0,19-07 21:07:04
1166716,0,19-07 21:07:05
1190790,0,19-07 21:07:06
1045187,0,19-07 21:07:07
1123740,0,19-07 21:07:08
1140044,0,19-07 21:07:09
1086119,0,19-07 21:07:10
814576,0,19-07 21:07:11
884346,2136,19-07 21:07:12
997235,356,19-07 21:07:13
643314,356,19-07 21:07:14
1125275,0,19-07 21:07:15
1127900,0,19-07 21:07:16
989965,0,19-07 21:07:17
1045642,0,19-07 21:07:18
1047632,0,19-07 21:07:19
1051016,0,19-07 21:07:20
1057917,1068,19-07 21:07:21
1091237,0,19-07 21:07:22
1110349,712,19-07 21:07:23
1049775,712,19-07 21:07:24
1048194,712,19-07 21:07:25
1186524,0,19-07 21:07:26
1103872,356,19-07 21:07:27
1092972,356,19-07 21:07:28
1176109,0,19-07 21:07:29
972638,712,19-07 21:07:30
808516,1068,19-07 21:07:31
1074135,0,19-07 21:07:32
1176685,0,19-07 21:07:33
1170897,0,19-07 21:07:34
1205816,0,19-07 21:07:35
1160677,0,19-07 21:07:36
625779,356,19-07 21:07:37
401436,1068,19-07 21:07:38
454784,1068,19-07 21:07:39
511327,356,19-07 21:07:40
527630,0,19-07 21:07:41
941252,0,19-07 21:07:42
1121302,0,19-07 21:07:43
1024779,0,19-07 21:07:44
1109218,0,19-07 21:07:45
887297,0,19-07 21:07:46
874003,0,19-07 21:07:47
1094684,0,19-07 21:07:48
1066276,0,19-07 21:07:49
1073482,0,19-07 21:07:50
1100856,0,19-07 21:07:51
998708,0,19-07 21:07:52
1104660,0,19-07 21:07:53
1110556,0,19-07 21:07:54
1084492,0,19-07 21:07:55
1111468,0,19-07 21:07:56
1035896,0,19-07 21:07:57
1117747,0,19-07 21:07:58
1087073,0,19-07 21:07:59
1104340,0,19-07 21:08:00
1110629,0,19-07 21:08:01
1060580,0,19-07 21:08:02
1123825,0,19-07 21:08:03
1151618,0,19-07 21:08:04
1148423,0,19-07 21:08:05
1121764,0,19-07 21:08:06
1024220,0,19-07 21:08:07
1077838,0,19-07 21:08:08
919342,0,19-07 21:08:09
853933,2136,19-07 21:08:10
1056504,356,19-07 21:08:11
559255,356,19-07 21:08:12
1089054,0,19-07 21:08:13
1118215,0,19-07 21:08:14
1149405,0,19-07 21:08:15
1091530,0,19-07 21:08:16
925756,0,19-07 21:08:17
1036848,0,19-07 21:08:18
973908,1068,19-07 21:08:19
1202597,0,19-07 21:08:20
1045574,1424,19-07 21:08:21
967216,356,19-07 21:08:22
1219866,0,19-07 21:08:23
985618,712,19-07 21:08:24
1217191,356,19-07 21:08:25
1082434,356,19-07 21:08:26
1073529,0,19-07 21:08:27
1017094,712,19-07 21:08:28
993111,356,19-07 21:08:29
1028588,356,19-07 21:08:30
1157844,0,19-07 21:08:31
1106985,0,19-07 21:08:32
1210545,0,19-07 21:08:33
1184760,0,19-07 21:08:34
894066,0,19-07 21:08:35
513794,356,19-07 21:08:36
301172,1424,19-07 21:08:37
611793,1068,19-07 21:08:38
329744,356,19-07 21:08:39
959487,0,19-07 21:08:40
1141569,0,19-07 21:08:41
945525,0,19-07 21:08:42
1147445,0,19-07 21:08:43
916958,0,19-07 21:08:44
1038599,0,19-07 21:08:45
1128428,0,19-07 21:08:46
1003896,0,19-07 21:08:47
1115410,0,19-07 21:08:48
1150348,0,19-07 21:08:49
