"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain15-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","19 Jul 2017 01:04:26 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,19-07 01:04:26
0,0,19-07 01:04:27
0,0,19-07 01:04:28
0,0,19-07 01:04:29
0,0,19-07 01:04:30
0,0,19-07 01:04:31
0,0,19-07 01:04:32
0,0,19-07 01:04:33
0,0,19-07 01:04:34
0,0,19-07 01:04:35
0,0,19-07 01:04:36
0,0,19-07 01:04:37
0,0,19-07 01:04:38
0,0,19-07 01:04:39
434201,0,19-07 01:04:40
1275899,0,19-07 01:04:41
1215610,0,19-07 01:04:42
1263465,0,19-07 01:04:43
1119618,0,19-07 01:04:44
1225283,0,19-07 01:04:45
1229080,0,19-07 01:04:46
1206506,0,19-07 01:04:47
1259572,0,19-07 01:04:48
1248508,0,19-07 01:04:49
1229516,0,19-07 01:04:50
1228160,0,19-07 01:04:51
1199152,0,19-07 01:04:52
1266008,0,19-07 01:04:53
1246369,0,19-07 01:04:54
1236977,0,19-07 01:04:55
1248913,0,19-07 01:04:56
1203046,0,19-07 01:04:57
1221953,0,19-07 01:04:58
1256108,0,19-07 01:04:59
1239850,0,19-07 01:05:00
1207347,0,19-07 01:05:01
1254008,0,19-07 01:05:02
1220756,0,19-07 01:05:03
1141246,0,19-07 01:05:04
1088014,2136,19-07 01:05:05
1176671,356,19-07 01:05:06
825771,356,19-07 01:05:07
1228539,0,19-07 01:05:08
1244198,0,19-07 01:05:09
1253044,0,19-07 01:05:10
1220641,0,19-07 01:05:11
1240332,0,19-07 01:05:12
1205065,1068,19-07 01:05:13
1243284,712,19-07 01:05:14
1256995,0,19-07 01:05:15
1232163,712,19-07 01:05:16
1215984,712,19-07 01:05:17
1238405,0,19-07 01:05:18
1246796,1068,19-07 01:05:19
1210713,0,19-07 01:05:20
1178810,712,19-07 01:05:21
1129862,0,19-07 01:05:22
1234041,0,19-07 01:05:23
1245629,0,19-07 01:05:24
1204945,0,19-07 01:05:25
1265400,0,19-07 01:05:26
1117541,1068,19-07 01:05:27
831023,1068,19-07 01:05:28
777945,356,19-07 01:05:29
689887,0,19-07 01:05:30
1242835,0,19-07 01:05:31
1221457,0,19-07 01:05:32
1237721,0,19-07 01:05:33
1048064,0,19-07 01:05:34
1087343,0,19-07 01:05:35
1241544,0,19-07 01:05:36
1256194,0,19-07 01:05:37
1271360,0,19-07 01:05:38
1206328,0,19-07 01:05:39
1210760,0,19-07 01:05:40
1242656,0,19-07 01:05:41
1273212,0,19-07 01:05:42
