"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain17-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","19 Jul 2017 21:06:30 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,19-07 21:06:30
0,0,19-07 21:06:31
0,0,19-07 21:06:32
0,0,19-07 21:06:33
0,0,19-07 21:06:34
0,0,19-07 21:06:35
0,0,19-07 21:06:36
0,0,19-07 21:06:37
0,0,19-07 21:06:38
0,0,19-07 21:06:39
0,0,19-07 21:06:40
453283,0,19-07 21:06:41
1090584,0,19-07 21:06:42
1060393,0,19-07 21:06:43
1151936,0,19-07 21:06:44
931241,0,19-07 21:06:45
1006788,0,19-07 21:06:46
995872,0,19-07 21:06:47
1098688,0,19-07 21:06:48
1114806,0,19-07 21:06:49
1060912,0,19-07 21:06:50
1061020,0,19-07 21:06:51
969748,0,19-07 21:06:52
1093116,0,19-07 21:06:53
1078740,0,19-07 21:06:54
1080232,0,19-07 21:06:55
1122108,0,19-07 21:06:56
936627,0,19-07 21:06:57
1123814,0,19-07 21:06:58
1073107,0,19-07 21:06:59
1164224,0,19-07 21:07:00
1087853,0,19-07 21:07:01
1025653,0,19-07 21:07:02
1176576,0,19-07 21:07:03
1161766,0,19-07 21:07:04
1107167,0,19-07 21:07:05
1148960,0,19-07 21:07:06
1045588,0,19-07 21:07:07
1081904,0,19-07 21:07:08
780592,0,19-07 21:07:09
1032495,1780,19-07 21:07:10
968656,0,19-07 21:07:11
514199,712,19-07 21:07:12
1112287,0,19-07 21:07:13
1101872,0,19-07 21:07:14
1117837,0,19-07 21:07:15
1049870,0,19-07 21:07:16
936056,0,19-07 21:07:17
1028868,0,19-07 21:07:18
1035397,1068,19-07 21:07:19
1149899,0,19-07 21:07:20
1117287,1424,19-07 21:07:21
914922,356,19-07 21:07:22
1090603,712,19-07 21:07:23
1127801,0,19-07 21:07:24
1201149,356,19-07 21:07:25
1088522,356,19-07 21:07:26
1087840,0,19-07 21:07:27
980306,712,19-07 21:07:28
794719,712,19-07 21:07:29
1149633,0,19-07 21:07:30
1219725,0,19-07 21:07:31
1111837,0,19-07 21:07:32
1172492,0,19-07 21:07:33
1165841,0,19-07 21:07:34
724659,1780,19-07 21:07:35
427764,712,19-07 21:07:36
429772,0,19-07 21:07:37
520905,356,19-07 21:07:38
535256,356,19-07 21:07:39
1053053,0,19-07 21:07:40
1019858,0,19-07 21:07:41
981446,0,19-07 21:07:42
1139169,0,19-07 21:07:43
932742,0,19-07 21:07:44
1036523,0,19-07 21:07:45
1059964,0,19-07 21:07:46
1003816,0,19-07 21:07:47
1102778,0,19-07 21:07:48
1115000,0,19-07 21:07:49
1101888,0,19-07 21:07:50
1078436,0,19-07 21:07:51
1014780,0,19-07 21:07:52
1103552,0,19-07 21:07:53
1109048,0,19-07 21:07:54
1139596,0,19-07 21:07:55
1093416,0,19-07 21:07:56
1016290,0,19-07 21:07:57
1152458,0,19-07 21:07:58
1083241,0,19-07 21:07:59
1175505,0,19-07 21:08:00
1156204,0,19-07 21:08:01
1054554,0,19-07 21:08:02
1116395,0,19-07 21:08:03
1121888,0,19-07 21:08:04
1160340,0,19-07 21:08:05
1030106,0,19-07 21:08:06
759482,0,19-07 21:08:07
925912,2136,19-07 21:08:08
1033491,0,19-07 21:08:09
607519,712,19-07 21:08:10
1094831,0,19-07 21:08:11
971508,0,19-07 21:08:12
1153181,0,19-07 21:08:13
1096502,0,19-07 21:08:14
1043344,0,19-07 21:08:15
1049224,0,19-07 21:08:16
1005023,1068,19-07 21:08:17
1143796,0,19-07 21:08:18
1088438,356,19-07 21:08:19
1024807,712,19-07 21:08:20
1175005,356,19-07 21:08:21
950952,356,19-07 21:08:22
1199163,356,19-07 21:08:23
1079728,1068,19-07 21:08:24
1206329,0,19-07 21:08:25
998889,712,19-07 21:08:26
713797,712,19-07 21:08:27
1122167,0,19-07 21:08:28
1186225,0,19-07 21:08:29
1228956,0,19-07 21:08:30
1201905,0,19-07 21:08:31
1100677,0,19-07 21:08:32
826030,356,19-07 21:08:33
419409,712,19-07 21:08:34
459947,1424,19-07 21:08:35
533569,356,19-07 21:08:36
397151,0,19-07 21:08:37
1046022,0,19-07 21:08:38
1118550,0,19-07 21:08:39
1037515,0,19-07 21:08:40
1109443,0,19-07 21:08:41
775288,0,19-07 21:08:42
1013243,0,19-07 21:08:43
1086164,0,19-07 21:08:44
1096776,0,19-07 21:08:45
1143378,0,19-07 21:08:46
1017740,0,19-07 21:08:47
