"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain16-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","27 Jul 2017 06:43:28 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,27-07 06:43:28
0,0,27-07 06:43:29
95,95,27-07 06:43:30
0,0,27-07 06:43:31
0,0,27-07 06:43:32
0,0,27-07 06:43:33
0,0,27-07 06:43:34
42,42,27-07 06:43:35
0,0,27-07 06:43:36
0,0,27-07 06:43:37
275195,7148,27-07 06:43:38
1310642,29634,27-07 06:43:39
1371613,31181,27-07 06:43:40
1341080,30360,27-07 06:43:41
1341080,30360,27-07 06:43:42
1341080,30360,27-07 06:43:43
1341080,28578,27-07 06:43:44
1341080,30360,27-07 06:43:45
1341080,29832,27-07 06:43:46
1341080,28314,27-07 06:43:47
1341080,28644,27-07 06:43:48
1341080,30360,27-07 06:43:49
1341080,30360,27-07 06:43:50
1341175,30455,27-07 06:43:51
1341080,30360,27-07 06:43:52
1341080,30360,27-07 06:43:53
1341080,30360,27-07 06:43:54
1328414,30030,27-07 06:43:55
1353746,29370,27-07 06:43:56
1341122,30402,27-07 06:43:57
1341080,30360,27-07 06:43:58
1341080,30360,27-07 06:43:59
1341080,30294,27-07 06:44:00
1341175,29333,27-07 06:44:01
1331418,30138,27-07 06:44:02
1350784,30624,27-07 06:44:03
1341080,30360,27-07 06:44:04
1341080,30360,27-07 06:44:05
1341080,30360,27-07 06:44:06
1341080,30360,27-07 06:44:07
1341080,30360,27-07 06:44:08
1341080,28578,27-07 06:44:09
1341080,30360,27-07 06:44:10
1341175,30455,27-07 06:44:11
1341080,30360,27-07 06:44:12
1341080,30360,27-07 06:44:13
1341080,30360,27-07 06:44:14
1341080,30360,27-07 06:44:15
1341080,30360,27-07 06:44:16
1341080,30360,27-07 06:44:17
1341080,30360,27-07 06:44:18
1341080,30228,27-07 06:44:19
1341080,30360,27-07 06:44:20
1341175,30455,27-07 06:44:21
1341122,30402,27-07 06:44:22
1341080,30360,27-07 06:44:23
1341080,30360,27-07 06:44:24
1341080,30360,27-07 06:44:25
1341080,30360,27-07 06:44:26
1341080,30360,27-07 06:44:27
1341122,30402,27-07 06:44:28
1341080,30360,27-07 06:44:29
1341080,29700,27-07 06:44:30
1341175,28607,27-07 06:44:31
1341080,30360,27-07 06:44:32
1341080,30030,27-07 06:44:33
1341080,30360,27-07 06:44:34
1341080,30360,27-07 06:44:35
1337300,30228,27-07 06:44:36
1344860,30492,27-07 06:44:37
1341080,30360,27-07 06:44:38
1334338,30162,27-07 06:44:39
1347822,30558,27-07 06:44:40
1341175,30455,27-07 06:44:41
1341080,30360,27-07 06:44:42
