"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain14-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","27 Jul 2017 06:57:47 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,27-07 06:57:47
0,0,27-07 06:57:48
0,0,27-07 06:57:49
0,0,27-07 06:57:50
42,42,27-07 06:57:51
0,0,27-07 06:57:52
0,0,27-07 06:57:53
0,0,27-07 06:57:54
0,0,27-07 06:57:55
0,0,27-07 06:57:56
6330825,19519,27-07 06:57:57
15785132,114070,27-07 06:57:58
12550842,75834,27-07 06:57:59
12662658,76098,27-07 06:58:00
12527080,75240,27-07 06:58:01
12788324,77790,27-07 06:58:02
12399326,74910,27-07 06:58:03
12659670,71544,27-07 06:58:04
12523630,75438,27-07 06:58:05
12493450,75306,27-07 06:58:06
12694979,76127,27-07 06:58:07
12648086,76758,27-07 06:58:08
12527542,75702,27-07 06:58:09
12636172,76428,27-07 06:58:10
12384688,75504,27-07 06:58:11
12539060,75636,27-07 06:58:12
12693960,76296,27-07 06:58:13
12527080,75240,27-07 06:58:14
12790808,76824,27-07 06:58:15
12398930,74514,27-07 06:58:16
12488973,75401,27-07 06:58:17
12682244,76164,27-07 06:58:18
12527080,75240,27-07 06:58:19
12515604,75018,27-07 06:58:20
12686090,73524,27-07 06:58:21
12527212,71016,27-07 06:58:22
12538730,75306,27-07 06:58:23
12647294,75966,27-07 06:58:24
12527122,75282,27-07 06:58:25
12523630,75372,27-07 06:58:26
12663215,76655,27-07 06:58:27
12523696,75504,27-07 06:58:28
12636370,76626,27-07 06:58:29
12515430,75174,27-07 06:58:30
12562030,75438,27-07 06:58:31
12659208,76296,27-07 06:58:32
12527080,75240,27-07 06:58:33
12515430,75108,27-07 06:58:34
12767838,77088,27-07 06:58:35
12419242,74184,27-07 06:58:36
12671283,74873,27-07 06:58:37
12527080,75240,27-07 06:58:38
12806370,77154,27-07 06:58:39
12251702,73590,27-07 06:58:40
12670594,76098,27-07 06:58:41
12631930,75834,27-07 06:58:42
12527650,75348,27-07 06:58:43
12802458,76890,27-07 06:58:44
12240052,73524,27-07 06:58:45
12516750,76494,27-07 06:58:46
12682999,75005,27-07 06:58:47
12670900,76404,27-07 06:58:48
12530794,75306,27-07 06:58:49
12655230,75372,27-07 06:58:50
12530860,75372,27-07 06:58:51
12527080,75240,27-07 06:58:52
12643646,75966,27-07 06:58:53
12406866,74514,27-07 06:58:54
12658944,76032,27-07 06:58:55
12658944,76032,27-07 06:58:56
12659039,76127,27-07 06:58:57
12395216,74448,27-07 06:58:58
12624390,76230,27-07 06:58:59
12538730,75306,27-07 06:59:00
