"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","netsolver",,,,"User:","root"
"Cmdline:","dstat --net --time -N dc2.s1-eth7 --nocolor --output ./results/scaleout10-from-ids1.csv",,,,"Date:","23 Jul 2017 01:58:23 UTC"

"net/dc2.s1-eth7",,"system"
"recv","send","time"
0.0,0.0,23-07 01:58:23
0.0,76213.0,23-07 01:58:24
0.0,126113.0,23-07 01:58:25
0.0,123577.0,23-07 01:58:26
0.0,125073.0,23-07 01:58:27
0.0,125138.0,23-07 01:58:28
0.0,125618.0,23-07 01:58:29
0.0,124284.0,23-07 01:58:30
0.0,125817.0,23-07 01:58:31
0.0,125029.0,23-07 01:58:32
0.0,124522.0,23-07 01:58:33
0.0,124798.0,23-07 01:58:34
0.0,125258.0,23-07 01:58:35
0.0,124740.0,23-07 01:58:36
0.0,125094.0,23-07 01:58:37
0.0,124518.0,23-07 01:58:38
0.0,126291.0,23-07 01:58:39
0.0,124134.0,23-07 01:58:40
0.0,125418.0,23-07 01:58:41
0.0,125118.0,23-07 01:58:42
0.0,125342.0,23-07 01:58:43
0.0,123804.0,23-07 01:58:44
0.0,125418.0,23-07 01:58:45
0.0,125316.0,23-07 01:58:46
0.0,125184.0,23-07 01:58:47
0.0,124998.0,23-07 01:58:48
0.0,124938.0,23-07 01:58:49
0.0,124421.0,23-07 01:58:50
0.0,124422.0,23-07 01:58:51
0.0,126291.0,23-07 01:58:52
0.0,125009.0,23-07 01:58:53
0.0,239882.0,23-07 01:58:54
0.0,249423.0,23-07 01:58:55
0.0,250297.0,23-07 01:58:56
0.0,249451.0,23-07 01:58:57
0.0,250069.0,23-07 01:58:58
0.0,250326.0,23-07 01:58:59
0.0,250356.0,23-07 01:59:00
42.0,250178.0,23-07 01:59:01
42.0,249253.0,23-07 01:59:02
0.0,250050.0,23-07 01:59:03
0.0,250536.0,23-07 01:59:04
0.0,249811.0,23-07 01:59:05
0.0,218910.0,23-07 01:59:06
0.0,179529.0,23-07 01:59:07
0.0,171020.0,23-07 01:59:08
0.0,205637.0,23-07 01:59:09
0.0,210257.0,23-07 01:59:10
0.0,213520.0,23-07 01:59:11
0.0,178142.0,23-07 01:59:12
740.0,183372.0,23-07 01:59:13
1480.0,163216.0,23-07 01:59:14
0.0,150871.0,23-07 01:59:15
0.0,180037.0,23-07 01:59:16
0.0,185879.0,23-07 01:59:17
42.0,212077.0,23-07 01:59:18
0.0,146741.0,23-07 01:59:19
0.0,182035.0,23-07 01:59:20
0.0,184452.0,23-07 01:59:21
0.0,172860.0,23-07 01:59:22
0.0,188814.0,23-07 01:59:23
0.0,178596.0,23-07 01:59:24
0.0,197138.0,23-07 01:59:25
0.0,218628.0,23-07 01:59:26
0.0,190382.0,23-07 01:59:27
0.0,183972.0,23-07 01:59:28
0.0,188580.0,23-07 01:59:29
0.0,194228.0,23-07 01:59:30
0.0,200018.0,23-07 01:59:31
0.0,182633.0,23-07 01:59:32
