"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","netsolver",,,,"User:","root"
"Cmdline:","dstat --net --time -N dc2.s1-eth4 --nocolor --output ./results/scaleout100-from-vpn.csv",,,,"Date:","23 Jul 2017 01:59:40 UTC"

"net/dc2.s1-eth4",,"system"
"recv","send","time"
0.0,0.0,23-07 01:59:40
0.0,1301916.0,23-07 01:59:41
0.0,2482958.0,23-07 01:59:42
0.0,2499331.0,23-07 01:59:43
0.0,2451404.0,23-07 01:59:44
370.0,2497363.0,23-07 01:59:45
740.0,2473077.0,23-07 01:59:46
800.0,2486947.0,23-07 01:59:47
0.0,2500783.0,23-07 01:59:48
370.0,2455866.0,23-07 01:59:49
370.0,2498955.0,23-07 01:59:50
370.0,2477093.0,23-07 01:59:51
1480.0,2487222.0,23-07 01:59:52
0.0,2500404.0,23-07 01:59:53
0.0,2422051.0,23-07 01:59:54
370.0,2496075.0,23-07 01:59:55
60.0,2474599.0,23-07 01:59:56
1480.0,2489321.0,23-07 01:59:57
0.0,2498439.0,23-07 01:59:58
0.0,2460565.0,23-07 01:59:59
0.0,2496039.0,23-07 02:00:00
0.0,2474986.0,23-07 02:00:01
1480.0,2485195.0,23-07 02:00:02
0.0,2493495.0,23-07 02:00:03
0.0,2448894.0,23-07 02:00:04
370.0,2493786.0,23-07 02:00:05
0.0,2480655.0,23-07 02:00:06
1850.0,2490980.0,23-07 02:00:07
0.0,2499134.0,23-07 02:00:08
0.0,2453659.0,23-07 02:00:09
0.0,2486094.0,23-07 02:00:10
1480.0,3697422.0,23-07 02:00:11
0.0,3744085.0,23-07 02:00:12
0.0,3745542.0,23-07 02:00:13
370.0,3688372.0,23-07 02:00:14
740.0,3736417.0,23-07 02:00:15
740.0,3702475.0,23-07 02:00:16
0.0,3752792.0,23-07 02:00:17
0.0,3742080.0,23-07 02:00:18
370.0,3693342.0,23-07 02:00:19
740.0,3733687.0,23-07 02:00:20
740.0,3696811.0,23-07 02:00:21
0.0,3748968.0,23-07 02:00:22
0.0,3746471.0,23-07 02:00:23
740.0,3688936.0,23-07 02:00:24
370.0,3739540.0,23-07 02:00:25
740.0,3694756.0,23-07 02:00:26
0.0,3749077.0,23-07 02:00:27
0.0,3727539.0,23-07 02:00:28
740.0,3695348.0,23-07 02:00:29
370.0,3740882.0,23-07 02:00:30
740.0,3696994.0,23-07 02:00:31
60.0,3748300.0,23-07 02:00:32
370.0,3736399.0,23-07 02:00:33
0.0,3687233.0,23-07 02:00:34
740.0,3736838.0,23-07 02:00:35
740.0,3695371.0,23-07 02:00:36
0.0,3749189.0,23-07 02:00:37
430.0,3739469.0,23-07 02:00:38
370.0,3638211.0,23-07 02:00:39
740.0,3732151.0,23-07 02:00:40
370.0,3707009.0,23-07 02:00:41
0.0,3749101.0,23-07 02:00:42
370.0,3744945.0,23-07 02:00:43
0.0,3632547.0,23-07 02:00:44
0.0,3743660.0,23-07 02:00:45
1480.0,3710000.0,23-07 02:00:46
0.0,3748750.0,23-07 02:00:47
370.0,3737646.0,23-07 02:00:48
740.0,3690372.0,23-07 02:00:49
