"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","leap-416",,,,"User:","root"
"Cmdline:","dstat --net --time -N dc2.s1-eth7 --nocolor --output ./results/scaleout100-from-ids1.csv",,,,"Date:","23 Jul 2017 02:21:18 UTC"

"net/dc2.s1-eth7",,"system"
"recv","send","time"
0.0,0.0,23-07 02:21:18
0.0,577742.0,23-07 02:21:19
0.0,1241664.0,23-07 02:21:20
0.0,1249808.0,23-07 02:21:21
370.0,1249468.0,23-07 02:21:22
0.0,1249024.0,23-07 02:21:23
2220.0,1251178.0,23-07 02:21:24
0.0,1250284.0,23-07 02:21:25
0.0,1250074.0,23-07 02:21:26
0.0,1249282.0,23-07 02:21:27
370.0,1249398.0,23-07 02:21:28
1480.0,1250491.0,23-07 02:21:29
0.0,1250001.0,23-07 02:21:30
0.0,1250029.0,23-07 02:21:31
0.0,1249330.0,23-07 02:21:32
0.0,1251789.0,23-07 02:21:33
1850.0,1248994.0,23-07 02:21:34
0.0,1249332.0,23-07 02:21:35
42.0,1250623.0,23-07 02:21:36
0.0,1251103.0,23-07 02:21:37
370.0,1249488.0,23-07 02:21:38
1480.0,1251000.0,23-07 02:21:39
0.0,1248432.0,23-07 02:21:40
0.0,1250627.0,23-07 02:21:41
740.0,1248877.0,23-07 02:21:42
42.0,1251175.0,23-07 02:21:43
1110.0,1250228.0,23-07 02:21:44
0.0,1250683.0,23-07 02:21:45
0.0,1248616.0,23-07 02:21:46
370.0,1249421.0,23-07 02:21:47
370.0,1250728.0,23-07 02:21:48
0.0,2349628.0,23-07 02:21:49
0.0,2498766.0,23-07 02:21:50
0.0,2301295.0,23-07 02:21:51
370.0,1968687.0,23-07 02:21:52
1850.0,1694342.0,23-07 02:21:53
0.0,2025665.0,23-07 02:21:54
740.0,1980431.0,23-07 02:21:55
0.0,1974237.0,23-07 02:21:56
0.0,2062499.0,23-07 02:21:57
1110.0,1852059.0,23-07 02:21:58
0.0,1966423.0,23-07 02:21:59
370.0,1908450.0,23-07 02:22:00
0.0,1985986.0,23-07 02:22:01
1110.0,1857742.0,23-07 02:22:02
42.0,2004685.0,23-07 02:22:03
0.0,2027253.0,23-07 02:22:04
0.0,1907983.0,23-07 02:22:05
740.0,1964916.0,23-07 02:22:06
1480.0,1694927.0,23-07 02:22:07
0.0,2144443.0,23-07 02:22:08
0.0,2010832.0,23-07 02:22:09
0.0,2000240.0,23-07 02:22:10
1110.0,2023798.0,23-07 02:22:11
740.0,1717326.0,23-07 02:22:12
0.0,1903062.0,23-07 02:22:13
0.0,2073858.0,23-07 02:22:14
370.0,1955268.0,23-07 02:22:15
1110.0,1887561.0,23-07 02:22:16
0.0,1738030.0,23-07 02:22:17
0.0,2051759.0,23-07 02:22:18
0.0,2046092.0,23-07 02:22:19
0.0,1885854.0,23-07 02:22:20
740.0,1991438.0,23-07 02:22:21
1110.0,1808513.0,23-07 02:22:22
0.0,1987741.0,23-07 02:22:23
0.0,1992047.0,23-07 02:22:24
0.0,1958608.0,23-07 02:22:25
1850.0,1760985.0,23-07 02:22:26
0.0,1824200.0,23-07 02:22:27
