"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","client",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf1 --bits --output /tmp/dstat.csv",,,,"Date:","23 Jul 2017 03:33:46 UTC"
"net/intf1",,"system"
"recv","send","time"
0,0,23-07 03:33:46
0,676110,23-07 03:33:47
0,1311508,23-07 03:33:48
0,1311508,23-07 03:33:49
618,2022075,23-07 03:33:50
103,2623196,23-07 03:33:51
103,2623263,23-07 03:33:52
103,2620137,23-07 03:33:53
103,2624255,23-07 03:33:54
0,2621725,23-07 03:33:55
0,2622704,23-07 03:33:56
0,2622184,23-07 03:33:57
0,2530404,23-07 03:33:58
0,2622512,23-07 03:33:59
103,2622561,23-07 03:34:00
0,2621568,23-07 03:34:01
0,2623900,23-07 03:34:02
0,2621176,23-07 03:34:03
515,2621029,23-07 03:34:04
206,2625196,23-07 03:34:05
103,2621769,23-07 03:34:06
103,2622411,23-07 03:34:07
0,2623167,23-07 03:34:08
103,2518769,23-07 03:34:09
0,2622747,23-07 03:34:10
0,2622336,23-07 03:34:11
0,2621556,23-07 03:34:12
515,2623078,23-07 03:34:13
2323,2623168,23-07 03:34:14
74,2621770,23-07 03:34:15
473,2622536,23-07 03:34:16
0,2622480,23-07 03:34:17
0,2620493,23-07 03:34:18
103,2622332,23-07 03:34:19
206,2527308,23-07 03:34:20
206,2621796,23-07 03:34:21
1213,2621831,23-07 03:34:22
1583,2622557,23-07 03:34:23
515,2621355,23-07 03:34:24
473,2623794,23-07 03:34:25
0,2621480,23-07 03:34:26
576,2621385,23-07 03:34:27
370,2623560,23-07 03:34:28
946,2619929,23-07 03:34:29
473,2624169,23-07 03:34:30
0,2622888,23-07 03:34:31
0,2498631,23-07 03:34:32
0,2621835,23-07 03:34:33
0,2623752,23-07 03:34:34
2365,2620689,23-07 03:34:35
473,2627013,23-07 03:34:36
473,2578747,23-07 03:34:37
103,2578858,23-07 03:34:38
103,2622143,23-07 03:34:39
103,2621970,23-07 03:34:40
103,2622504,23-07 03:34:41
103,2622204,23-07 03:34:42
0,2525728,23-07 03:34:43
0,2623244,23-07 03:34:44
0,2623050,23-07 03:34:45
0,2621212,23-07 03:34:46
103,2622451,23-07 03:34:47
0,2622762,23-07 03:34:48
0,2621356,23-07 03:34:49
0,2622654,23-07 03:34:50
515,2623342,23-07 03:34:51
0,2621103,23-07 03:34:52
206,2623495,23-07 03:34:53
206,2537413,23-07 03:34:54
0,2620531,23-07 03:34:55
45522,2623052,23-07 03:34:56
48811,2621933,23-07 03:34:57
48654,2621923,23-07 03:34:58
48546,2622580,23-07 03:34:59
48958,2620217,23-07 03:35:00
48482,2624028,23-07 03:35:01
50118,2622326,23-07 03:35:02
