"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","leap-416",,,,"User:","root"
"Cmdline:","dstat --net --time -N dc2.s1-eth7 --nocolor --output ./results/scaleout10000-from-ids1.csv",,,,"Date:","23 Jul 2017 02:23:53 UTC"

"net/dc2.s1-eth7",,"system"
"recv","send","time"
0.0,0.0,23-07 02:23:53
0.0,4257193.0,23-07 02:23:54
42.0,7002713.0,23-07 02:23:55
42.0,6036656.0,23-07 02:23:56
42.0,5727678.0,23-07 02:23:57
42.0,6477339.0,23-07 02:23:58
42.0,6188088.0,23-07 02:23:59
42.0,6463057.0,23-07 02:24:00
42.0,6646595.0,23-07 02:24:01
782.0,4604567.0,23-07 02:24:02
370.0,5991359.0,23-07 02:24:03
370.0,6421237.0,23-07 02:24:04
370.0,5961285.0,23-07 02:24:05
370.0,5927392.0,23-07 02:24:06
370.0,6303402.0,23-07 02:24:07
412.0,6483884.0,23-07 02:24:08
412.0,5509149.0,23-07 02:24:09
412.0,6166001.0,23-07 02:24:10
42.0,5782659.0,23-07 02:24:11
42.0,5713001.0,23-07 02:24:12
42.0,7233638.0,23-07 02:24:13
42.0,6461551.0,23-07 02:24:14
782.0,6312819.0,23-07 02:24:15
370.0,6607634.0,23-07 02:24:16
370.0,6612596.0,23-07 02:24:17
370.0,6542583.0,23-07 02:24:18
370.0,6391929.0,23-07 02:24:19
370.0,5966681.0,23-07 02:24:20
370.0,6156938.0,23-07 02:24:21
370.0,6843555.0,23-07 02:24:22
370.0,6433425.0,23-07 02:24:23
370.0,5959934.0,23-07 02:24:24
370.0,7017142.0,23-07 02:24:25
370.0,6989832.0,23-07 02:24:26
370.0,6064425.0,23-07 02:24:27
370.0,5900244.0,23-07 02:24:28
370.0,6461228.0,23-07 02:24:29
370.0,5872499.0,23-07 02:24:30
370.0,6118400.0,23-07 02:24:31
412.0,6388685.0,23-07 02:24:32
370.0,5977151.0,23-07 02:24:33
370.0,5883020.0,23-07 02:24:34
370.0,6499263.0,23-07 02:24:35
370.0,6171077.0,23-07 02:24:36
370.0,6298541.0,23-07 02:24:37
370.0,6979488.0,23-07 02:24:38
370.0,7089086.0,23-07 02:24:39
370.0,6011980.0,23-07 02:24:40
370.0,6361697.0,23-07 02:24:41
370.0,6102801.0,23-07 02:24:42
370.0,6145459.0,23-07 02:24:43
370.0,6359180.0,23-07 02:24:44
370.0,6836655.0,23-07 02:24:45
370.0,5687236.0,23-07 02:24:46
370.0,6164515.0,23-07 02:24:47
370.0,6362133.0,23-07 02:24:48
370.0,5863856.0,23-07 02:24:49
370.0,6757205.0,23-07 02:24:50
370.0,7059967.0,23-07 02:24:51
370.0,7179340.0,23-07 02:24:52
370.0,6513856.0,23-07 02:24:53
370.0,6015925.0,23-07 02:24:54
370.0,5991537.0,23-07 02:24:55
370.0,6320790.0,23-07 02:24:56
370.0,6800312.0,23-07 02:24:57
370.0,6460085.0,23-07 02:24:58
370.0,6256162.0,23-07 02:24:59
370.0,5930196.0,23-07 02:25:00
370.0,6610718.0,23-07 02:25:01
412.0,6499652.0,23-07 02:25:02
