"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","leap-416",,,,"User:","root"
"Cmdline:","dstat --net --time -N dc1.s1-eth1 --nocolor --output ./results/scaleout1000-from-client.csv",,,,"Date:","23 Jul 2017 02:22:36 UTC"

"net/dc1.s1-eth1",,"system"
"recv","send","time"
0.0,0.0,23-07 02:22:36
618.0,14096030.0,23-07 02:22:37
2323.0,24217084.0,23-07 02:22:38
473.0,23611650.0,23-07 02:22:39
473.0,25000972.0,23-07 02:22:40
473.0,24994141.0,23-07 02:22:41
519.0,24997300.0,23-07 02:22:42
515.0,24994059.0,23-07 02:22:43
473.0,24978841.0,23-07 02:22:44
473.0,24697455.0,23-07 02:22:45
103.0,24789240.0,23-07 02:22:46
103.0,24972421.0,23-07 02:22:47
1213.0,24990649.0,23-07 02:22:48
473.0,24137593.0,23-07 02:22:49
473.0,24020776.0,23-07 02:22:50
473.0,24584438.0,23-07 02:22:51
473.0,24666113.0,23-07 02:22:52
473.0,24868738.0,23-07 02:22:53
473.0,24450208.0,23-07 02:22:54
473.0,24332741.0,23-07 02:22:55
473.0,22992257.0,23-07 02:22:56
473.0,25013891.0,23-07 02:22:57
473.0,24997401.0,23-07 02:22:58
473.0,24996974.0,23-07 02:22:59
473.0,24992802.0,23-07 02:23:00
473.0,24284352.0,23-07 02:23:01
473.0,24387558.0,23-07 02:23:02
473.0,24576831.0,23-07 02:23:03
473.0,24998879.0,23-07 02:23:04
473.0,24999397.0,23-07 02:23:05
473.0,24998856.0,23-07 02:23:06
473.0,37344607.0,23-07 02:23:07
473.0,36648712.0,23-07 02:23:08
473.0,35342032.0,23-07 02:23:09
473.0,35494199.0,23-07 02:23:10
444.0,33180960.0,23-07 02:23:11
473.0,36584503.0,23-07 02:23:12
473.0,36611925.0,23-07 02:23:13
473.0,36801093.0,23-07 02:23:14
473.0,36605099.0,23-07 02:23:15
519.0,36848008.0,23-07 02:23:16
515.0,35246247.0,23-07 02:23:17
515.0,35681767.0,23-07 02:23:18
515.0,36980410.0,23-07 02:23:19
473.0,36695533.0,23-07 02:23:20
473.0,36407841.0,23-07 02:23:21
473.0,37109199.0,23-07 02:23:22
473.0,37139544.0,23-07 02:23:23
473.0,36160632.0,23-07 02:23:24
473.0,35920913.0,23-07 02:23:25
473.0,35616981.0,23-07 02:23:26
473.0,37074062.0,23-07 02:23:27
473.0,37426543.0,23-07 02:23:28
473.0,35794938.0,23-07 02:23:29
473.0,35792369.0,23-07 02:23:30
473.0,36773015.0,23-07 02:23:31
473.0,37000940.0,23-07 02:23:32
473.0,37460349.0,23-07 02:23:33
473.0,37413191.0,23-07 02:23:34
473.0,35919188.0,23-07 02:23:35
473.0,35864338.0,23-07 02:23:36
473.0,34703948.0,23-07 02:23:37
473.0,36842439.0,23-07 02:23:38
473.0,36792085.0,23-07 02:23:39
473.0,36712445.0,23-07 02:23:40
103.0,37520492.0,23-07 02:23:41
103.0,35743872.0,23-07 02:23:42
103.0,36630994.0,23-07 02:23:43
103.0,36700131.0,23-07 02:23:44
103.0,37149701.0,23-07 02:23:45
