"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","netsolver",,,,"User:","root"
"Cmdline:","dstat --net --time -N dc2.s1-eth4 --nocolor --output ./results/scaleout10000-from-vpn.csv",,,,"Date:","23 Jul 2017 02:10:15 UTC"

"net/dc2.s1-eth4",,"system"
"recv","send","time"
0.0,0.0,23-07 02:10:15
1480.0,76259343.0,23-07 02:10:16
1110.0,144184587.0,23-07 02:10:17
370.0,131499820.0,23-07 02:10:18
370.0,128989810.0,23-07 02:10:19
0.0,145589781.0,23-07 02:10:20
370.0,140850933.0,23-07 02:10:21
740.0,140664600.0,23-07 02:10:22
370.0,145165390.0,23-07 02:10:23
0.0,108588299.0,23-07 02:10:24
0.0,42.0,23-07 02:10:25
800.0,80150942.0,23-07 02:10:26
740.0,145074403.0,23-07 02:10:27
370.0,141022094.0,23-07 02:10:28
0.0,137355606.0,23-07 02:10:29
370.0,145150246.0,23-07 02:10:30
430.0,147974363.0,23-07 02:10:31
430.0,147773086.0,23-07 02:10:32
740.0,144111227.0,23-07 02:10:33
370.0,139306286.0,23-07 02:10:34
370.0,130170521.0,23-07 02:10:35
0.0,138085806.0,23-07 02:10:36
370.0,142051169.0,23-07 02:10:37
370.0,136223934.0,23-07 02:10:38
740.0,133424662.0,23-07 02:10:39
370.0,141835627.0,23-07 02:10:40
370.0,144620627.0,23-07 02:10:41
370.0,138109079.0,23-07 02:10:42
370.0,133052507.0,23-07 02:10:43
0.0,136585184.0,23-07 02:10:44
370.0,146570711.0,23-07 02:10:45
740.0,152462618.0,23-07 02:10:46
370.0,154169780.0,23-07 02:10:47
370.0,135553641.0,23-07 02:10:48
0.0,160211470.0,23-07 02:10:49
740.0,148000600.0,23-07 02:10:50
0.0,153830460.0,23-07 02:10:51
370.0,133928335.0,23-07 02:10:52
370.0,156231315.0,23-07 02:10:53
740.0,158484997.0,23-07 02:10:54
370.0,141445024.0,23-07 02:10:55
370.0,140351670.0,23-07 02:10:56
0.0,165263253.0,23-07 02:10:57
430.0,153704766.0,23-07 02:10:58
800.0,166208179.0,23-07 02:10:59
430.0,138417644.0,23-07 02:11:00
0.0,147630632.0,23-07 02:11:01
60.0,87954350.0,23-07 02:11:02
1230.0,13129817.0,23-07 02:11:03
0.0,146197683.0,23-07 02:11:04
740.0,150551804.0,23-07 02:11:05
370.0,148665154.0,23-07 02:11:06
370.0,135011100.0,23-07 02:11:07
0.0,145462030.0,23-07 02:11:08
370.0,150946800.0,23-07 02:11:09
740.0,148587342.0,23-07 02:11:10
370.0,147333037.0,23-07 02:11:11
370.0,143921862.0,23-07 02:11:12
0.0,150699498.0,23-07 02:11:13
740.0,161320076.0,23-07 02:11:14
370.0,153745397.0,23-07 02:11:15
0.0,144731688.0,23-07 02:11:16
740.0,147032218.0,23-07 02:11:17
370.0,151492719.0,23-07 02:11:18
370.0,160694989.0,23-07 02:11:19
0.0,147655019.0,23-07 02:11:20
370.0,148698506.0,23-07 02:11:21
740.0,155351010.0,23-07 02:11:22
370.0,153367994.0,23-07 02:11:23
370.0,149561357.0,23-07 02:11:24
