"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","netsolver",,,,"User:","root"
"Cmdline:","dstat --net --time -N dc1.s1-eth1 --nocolor --output ./results/scaleout100-from-client.csv",,,,"Date:","23 Jul 2017 01:59:40 UTC"

"net/dc1.s1-eth1",,"system"
"recv","send","time"
0.0,0.0,23-07 01:59:40
107.0,1280079.0,23-07 01:59:41
515.0,2499929.0,23-07 01:59:42
103.0,2498882.0,23-07 01:59:43
103.0,2500535.0,23-07 01:59:44
576.0,2499810.0,23-07 01:59:45
889.0,2503444.0,23-07 01:59:46
782.0,2499977.0,23-07 01:59:47
145.0,2499748.0,23-07 01:59:48
473.0,2500092.0,23-07 01:59:49
515.0,2500599.0,23-07 01:59:50
576.0,2501849.0,23-07 01:59:51
1480.0,2501118.0,23-07 01:59:52
0.0,2499774.0,23-07 01:59:53
206.0,2501168.0,23-07 01:59:54
473.0,2499261.0,23-07 01:59:55
206.0,2503163.0,23-07 01:59:56
1583.0,2499242.0,23-07 01:59:57
0.0,2500975.0,23-07 01:59:58
103.0,2500246.0,23-07 01:59:59
185.0,2500902.0,23-07 02:00:00
103.0,2503779.0,23-07 02:00:01
1480.0,2499866.0,23-07 02:00:02
103.0,2492784.0,23-07 02:00:03
103.0,2498763.0,23-07 02:00:04
473.0,2501257.0,23-07 02:00:05
103.0,2502405.0,23-07 02:00:06
1850.0,2501772.0,23-07 02:00:07
0.0,2497970.0,23-07 02:00:08
206.0,2500935.0,23-07 02:00:09
206.0,2501807.0,23-07 02:00:10
1583.0,3742422.0,23-07 02:00:11
0.0,3750449.0,23-07 02:00:12
309.0,3752001.0,23-07 02:00:13
473.0,3747053.0,23-07 02:00:14
740.0,3753480.0,23-07 02:00:15
843.0,3754101.0,23-07 02:00:16
0.0,3751244.0,23-07 02:00:17
309.0,3752147.0,23-07 02:00:18
370.0,3747559.0,23-07 02:00:19
843.0,3753516.0,23-07 02:00:20
843.0,3754583.0,23-07 02:00:21
0.0,3750277.0,23-07 02:00:22
103.0,3749618.0,23-07 02:00:23
1049.0,3748962.0,23-07 02:00:24
370.0,3755260.0,23-07 02:00:25
843.0,3754466.0,23-07 02:00:26
0.0,3749954.0,23-07 02:00:27
149.0,3744533.0,23-07 02:00:28
885.0,3750321.0,23-07 02:00:29
618.0,3754672.0,23-07 02:00:30
946.0,3754996.0,23-07 02:00:31
42.0,3749619.0,23-07 02:00:32
42.0,3747288.0,23-07 02:00:33
42.0,3746416.0,23-07 02:00:34
0.0,3756282.0,23-07 02:00:35
988.0,3753216.0,23-07 02:00:36
0.0,3749207.0,23-07 02:00:37
576.0,3751865.0,23-07 02:00:38
103.0,3751232.0,23-07 02:00:39
1110.0,3752748.0,23-07 02:00:40
576.0,3755891.0,23-07 02:00:41
0.0,3749401.0,23-07 02:00:42
206.0,3747994.0,23-07 02:00:43
473.0,3749442.0,23-07 02:00:44
0.0,3756277.0,23-07 02:00:45
1686.0,3755534.0,23-07 02:00:46
0.0,3748874.0,23-07 02:00:47
576.0,3749428.0,23-07 02:00:48
843.0,3751890.0,23-07 02:00:49
