"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain22-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","23 Jul 2017 05:02:52 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,23-07 05:02:52
0,0,23-07 05:02:53
0,0,23-07 05:02:54
0,0,23-07 05:02:55
0,0,23-07 05:02:56
0,0,23-07 05:02:57
0,0,23-07 05:02:58
0,0,23-07 05:02:59
0,0,23-07 05:03:00
0,0,23-07 05:03:01
0,0,23-07 05:03:02
0,0,23-07 05:03:03
0,0,23-07 05:03:04
555879,0,23-07 05:03:05
1767747,0,23-07 05:03:06
1684473,0,23-07 05:03:07
1730432,0,23-07 05:03:08
1643495,0,23-07 05:03:09
2276978,0,23-07 05:03:10
2062807,0,23-07 05:03:11
808062,1424,23-07 05:03:12
1446038,0,23-07 05:03:13
1671218,0,23-07 05:03:14
1347369,1780,23-07 05:03:15
956604,0,23-07 05:03:16
930875,356,23-07 05:03:17
1392396,356,23-07 05:03:18
2943313,0,23-07 05:03:19
379070,1068,23-07 05:03:20
469589,356,23-07 05:03:21
297298,0,23-07 05:03:22
1191532,0,23-07 05:03:23
1613949,0,23-07 05:03:24
1471476,0,23-07 05:03:25
1575456,0,23-07 05:03:26
1483252,0,23-07 05:03:27
1388010,0,23-07 05:03:28
1525156,0,23-07 05:03:29
2736753,0,23-07 05:03:30
2462846,0,23-07 05:03:31
637064,356,23-07 05:03:32
1407905,0,23-07 05:03:33
1643698,0,23-07 05:03:34
1501904,1424,23-07 05:03:35
707636,712,23-07 05:03:36
1197518,356,23-07 05:03:37
765731,356,23-07 05:03:38
2693810,0,23-07 05:03:39
391432,356,23-07 05:03:40
412762,712,23-07 05:03:41
317216,356,23-07 05:03:42
755896,356,23-07 05:03:43
1134712,0,23-07 05:03:44
1690515,0,23-07 05:03:45
2332077,0,23-07 05:03:46
1409912,0,23-07 05:03:47
1076129,0,23-07 05:03:48
1274551,0,23-07 05:03:49
1713560,0,23-07 05:03:50
1311565,1780,23-07 05:03:51
560015,0,23-07 05:03:52
1897414,712,23-07 05:03:53
1973959,0,23-07 05:03:54
845411,1068,23-07 05:03:55
2239057,0,23-07 05:03:56
722667,356,23-07 05:03:57
2852730,356,23-07 05:03:58
992185,356,23-07 05:03:59
331148,356,23-07 05:04:00
295521,356,23-07 05:04:01
257688,0,23-07 05:04:02
998962,0,23-07 05:04:03
1361335,0,23-07 05:04:04
2030281,0,23-07 05:04:05
1994492,0,23-07 05:04:06
1278172,0,23-07 05:04:07
2016094,0,23-07 05:04:08
2165399,0,23-07 05:04:09
2373883,0,23-07 05:04:10
1258517,2136,23-07 05:04:11
1118064,0,23-07 05:04:12
2485518,0,23-07 05:04:13
2651507,0,23-07 05:04:14
1619413,1068,23-07 05:04:15
2384361,356,23-07 05:04:16
937702,356,23-07 05:04:17
1237668,356,23-07 05:04:18
754670,356,23-07 05:04:19
389451,712,23-07 05:04:20
488498,356,23-07 05:04:21
332792,0,23-07 05:04:22
1087407,0,23-07 05:04:23
1648999,0,23-07 05:04:24
2470554,0,23-07 05:04:25
2380764,0,23-07 05:04:26
1315942,0,23-07 05:04:27
1309879,0,23-07 05:04:28
1395358,0,23-07 05:04:29
1749137,0,23-07 05:04:30
1408453,0,23-07 05:04:31
1024856,2136,23-07 05:04:32
2076037,0,23-07 05:04:33
2799981,0,23-07 05:04:34
2386052,1068,23-07 05:04:35
1561795,356,23-07 05:04:36
1418794,0,23-07 05:04:37
573360,712,23-07 05:04:38
2750628,0,23-07 05:04:39
867189,712,23-07 05:04:40
324698,356,23-07 05:04:41
