"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain25-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","23 Jul 2017 05:02:52 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,23-07 05:02:52
0,0,23-07 05:02:53
0,0,23-07 05:02:54
0,0,23-07 05:02:55
0,0,23-07 05:02:56
0,0,23-07 05:02:57
0,0,23-07 05:02:58
0,0,23-07 05:02:59
0,0,23-07 05:03:00
0,0,23-07 05:03:01
0,0,23-07 05:03:02
0,0,23-07 05:03:03
340,0,23-07 05:03:04
421615,0,23-07 05:03:05
1437064,0,23-07 05:03:06
1201160,0,23-07 05:03:07
2120256,0,23-07 05:03:08
2633361,0,23-07 05:03:09
1424369,0,23-07 05:03:10
1693774,0,23-07 05:03:11
1027208,0,23-07 05:03:12
1027781,0,23-07 05:03:13
946868,1780,23-07 05:03:14
1873071,0,23-07 05:03:15
1680801,0,23-07 05:03:16
1045153,1068,23-07 05:03:17
1265143,712,23-07 05:03:18
1451002,356,23-07 05:03:19
1351898,356,23-07 05:03:20
1402551,0,23-07 05:03:21
243258,712,23-07 05:03:22
362610,356,23-07 05:03:23
575371,356,23-07 05:03:24
1178539,0,23-07 05:03:25
1575938,0,23-07 05:03:26
1330105,0,23-07 05:03:27
1951201,0,23-07 05:03:28
1949176,0,23-07 05:03:29
2331673,0,23-07 05:03:30
1582312,0,23-07 05:03:31
1229513,0,23-07 05:03:32
1999771,0,23-07 05:03:33
917692,0,23-07 05:03:34
1131004,1424,23-07 05:03:35
2305093,0,23-07 05:03:36
1504285,0,23-07 05:03:37
1090438,356,23-07 05:03:38
1413927,356,23-07 05:03:39
1213159,712,23-07 05:03:40
1865106,0,23-07 05:03:41
1868961,712,23-07 05:03:42
346067,356,23-07 05:03:43
305995,1068,23-07 05:03:44
524451,712,23-07 05:03:45
1482771,0,23-07 05:03:46
1192981,0,23-07 05:03:47
2323461,0,23-07 05:03:48
2067762,0,23-07 05:03:49
2355820,0,23-07 05:03:50
2074211,0,23-07 05:03:51
1513540,0,23-07 05:03:52
1803820,0,23-07 05:03:53
2616990,0,23-07 05:03:54
1640739,712,23-07 05:03:55
2311503,712,23-07 05:03:56
1585003,0,23-07 05:03:57
1690964,0,23-07 05:03:58
1185112,0,23-07 05:03:59
1914334,712,23-07 05:04:00
1219766,0,23-07 05:04:01
855934,0,23-07 05:04:02
2026951,0,23-07 05:04:03
299894,712,23-07 05:04:04
360514,1068,23-07 05:04:05
376097,1068,23-07 05:04:06
1208257,0,23-07 05:04:07
1242567,0,23-07 05:04:08
2386266,0,23-07 05:04:09
1881005,0,23-07 05:04:10
2372664,0,23-07 05:04:11
1300065,0,23-07 05:04:12
1639549,0,23-07 05:04:13
2620274,0,23-07 05:04:14
2618940,0,23-07 05:04:15
1045239,2136,23-07 05:04:16
958382,0,23-07 05:04:17
1804164,0,23-07 05:04:18
1626221,0,23-07 05:04:19
1484727,1068,23-07 05:04:20
2247905,356,23-07 05:04:21
836588,356,23-07 05:04:22
1266984,356,23-07 05:04:23
2477958,0,23-07 05:04:24
596583,712,23-07 05:04:25
425410,712,23-07 05:04:26
372348,0,23-07 05:04:27
391205,356,23-07 05:04:28
1414390,0,23-07 05:04:29
1229905,0,23-07 05:04:30
1707489,0,23-07 05:04:31
1069680,0,23-07 05:04:32
1539776,0,23-07 05:04:33
2132482,0,23-07 05:04:34
1597869,0,23-07 05:04:35
1829024,0,23-07 05:04:36
1637596,0,23-07 05:04:37
1339913,0,23-07 05:04:38
1068071,1068,23-07 05:04:39
1934423,712,23-07 05:04:40
