"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain23-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","23 Jul 2017 05:02:52 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,23-07 05:02:52
0,0,23-07 05:02:53
0,0,23-07 05:02:54
0,0,23-07 05:02:55
0,0,23-07 05:02:56
0,0,23-07 05:02:57
0,0,23-07 05:02:58
0,0,23-07 05:02:59
0,0,23-07 05:03:00
0,0,23-07 05:03:01
0,0,23-07 05:03:02
0,0,23-07 05:03:03
0,0,23-07 05:03:04
2067484,0,23-07 05:03:05
1656472,0,23-07 05:03:06
2162874,0,23-07 05:03:07
4152664,0,23-07 05:03:08
1974679,0,23-07 05:03:09
1721701,0,23-07 05:03:10
2369455,0,23-07 05:03:11
1197861,0,23-07 05:03:12
1259645,0,23-07 05:03:13
1122141,1068,23-07 05:03:14
1998532,0,23-07 05:03:15
1760323,1424,23-07 05:03:16
1102360,712,23-07 05:03:17
2410339,356,23-07 05:03:18
1824310,356,23-07 05:03:19
3398767,0,23-07 05:03:20
1494890,712,23-07 05:03:21
184016,356,23-07 05:03:22
629230,356,23-07 05:03:23
602791,356,23-07 05:03:24
3334689,0,23-07 05:03:25
1792262,0,23-07 05:03:26
907228,0,23-07 05:03:27
1970462,0,23-07 05:03:28
1926360,0,23-07 05:03:29
1501885,0,23-07 05:03:30
1771281,0,23-07 05:03:31
1213442,0,23-07 05:03:32
1624554,0,23-07 05:03:33
1090959,1424,23-07 05:03:34
2170344,0,23-07 05:03:35
2582446,0,23-07 05:03:36
1500134,712,23-07 05:03:37
2017558,356,23-07 05:03:38
3373517,1068,23-07 05:03:39
2159884,356,23-07 05:03:40
4430412,0,23-07 05:03:41
614086,1068,23-07 05:03:42
377668,356,23-07 05:03:43
543434,0,23-07 05:03:44
478103,356,23-07 05:03:45
1618836,0,23-07 05:03:46
944911,0,23-07 05:03:47
2346422,0,23-07 05:03:48
3139864,0,23-07 05:03:49
3191968,0,23-07 05:03:50
3250882,0,23-07 05:03:51
1363492,0,23-07 05:03:52
2648363,0,23-07 05:03:53
1306134,0,23-07 05:03:54
1917315,1068,23-07 05:03:55
1952335,0,23-07 05:03:56
1333756,0,23-07 05:03:57
2537522,712,23-07 05:03:58
1952570,356,23-07 05:03:59
1607044,1068,23-07 05:04:00
1779479,356,23-07 05:04:01
2440823,0,23-07 05:04:02
1833199,356,23-07 05:04:03
293369,1068,23-07 05:04:04
598682,712,23-07 05:04:05
597596,0,23-07 05:04:06
1241923,0,23-07 05:04:07
1927021,0,23-07 05:04:08
3052150,0,23-07 05:04:09
1819288,0,23-07 05:04:10
3102620,0,23-07 05:04:11
1599519,0,23-07 05:04:12
3136630,0,23-07 05:04:13
2986791,0,23-07 05:04:14
3775443,0,23-07 05:04:15
1747608,1068,23-07 05:04:16
1103025,0,23-07 05:04:17
1959981,0,23-07 05:04:18
2257353,0,23-07 05:04:19
2161220,356,23-07 05:04:20
3267111,1068,23-07 05:04:21
1827182,0,23-07 05:04:22
2070835,0,23-07 05:04:23
3821612,0,23-07 05:04:24
1056334,0,23-07 05:04:25
324201,1068,23-07 05:04:26
365105,1068,23-07 05:04:27
896379,356,23-07 05:04:28
2586124,0,23-07 05:04:29
2502170,0,23-07 05:04:30
2501525,0,23-07 05:04:31
1174812,0,23-07 05:04:32
1748180,0,23-07 05:04:33
1507105,0,23-07 05:04:34
1673596,0,23-07 05:04:35
2968769,0,23-07 05:04:36
950767,0,23-07 05:04:37
987793,1068,23-07 05:04:38
2347597,712,23-07 05:04:39
3109981,0,23-07 05:04:40
