"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain27-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","22 Jul 2017 19:35:00 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,22-07 19:35:00
0,0,22-07 19:35:01
0,0,22-07 19:35:02
0,0,22-07 19:35:03
0,0,22-07 19:35:04
0,0,22-07 19:35:05
0,0,22-07 19:35:06
0,0,22-07 19:35:07
0,0,22-07 19:35:08
0,0,22-07 19:35:09
0,0,22-07 19:35:10
0,0,22-07 19:35:11
0,0,22-07 19:35:12
0,0,22-07 19:35:13
349430,0,22-07 19:35:14
2063597,0,22-07 19:35:15
1708537,0,22-07 19:35:16
1777928,0,22-07 19:35:17
1445395,0,22-07 19:35:18
1926318,0,22-07 19:35:19
1758517,0,22-07 19:35:20
1274538,712,22-07 19:35:21
2495999,356,22-07 19:35:22
1621850,0,22-07 19:35:23
1626175,0,22-07 19:35:24
1790336,0,22-07 19:35:25
1511044,0,22-07 19:35:26
3102242,0,22-07 19:35:27
1492639,356,22-07 19:35:28
470129,712,22-07 19:35:29
665371,712,22-07 19:35:30
884872,1068,22-07 19:35:31
1600974,0,22-07 19:35:32
2164669,0,22-07 19:35:33
1702585,0,22-07 19:35:34
992900,0,22-07 19:35:35
1399249,0,22-07 19:35:36
1573522,0,22-07 19:35:37
1417420,0,22-07 19:35:38
827422,356,22-07 19:35:39
1910065,0,22-07 19:35:40
3081555,0,22-07 19:35:41
2345155,1424,22-07 19:35:42
1284663,0,22-07 19:35:43
1910205,356,22-07 19:35:44
2458268,356,22-07 19:35:45
1949055,356,22-07 19:35:46
467495,1424,22-07 19:35:47
434899,356,22-07 19:35:48
825246,0,22-07 19:35:49
1126588,0,22-07 19:35:50
2540257,0,22-07 19:35:51
2717213,0,22-07 19:35:52
2439692,0,22-07 19:35:53
2656393,0,22-07 19:35:54
2804009,0,22-07 19:35:55
2338697,0,22-07 19:35:56
1401480,0,22-07 19:35:57
2460873,0,22-07 19:35:58
3019372,0,22-07 19:35:59
1869369,712,22-07 19:36:00
1876810,0,22-07 19:36:01
2001387,0,22-07 19:36:02
1679973,712,22-07 19:36:03
234957,356,22-07 19:36:04
410815,1780,22-07 19:36:05
508214,356,22-07 19:36:06
1924430,0,22-07 19:36:07
1209537,0,22-07 19:36:08
2474357,0,22-07 19:36:09
2179556,0,22-07 19:36:10
1503198,0,22-07 19:36:11
2024029,0,22-07 19:36:12
2115148,0,22-07 19:36:13
1643564,0,22-07 19:36:14
1205416,712,22-07 19:36:15
2482575,0,22-07 19:36:16
1853894,0,22-07 19:36:17
1363104,356,22-07 19:36:18
1430792,0,22-07 19:36:19
1324906,356,22-07 19:36:20
3768733,0,22-07 19:36:21
495772,712,22-07 19:36:22
309338,356,22-07 19:36:23
399474,1780,22-07 19:36:24
972435,0,22-07 19:36:25
1494993,0,22-07 19:36:26
1587745,0,22-07 19:36:27
2030597,0,22-07 19:36:28
2470316,0,22-07 19:36:29
1698071,0,22-07 19:36:30
1620887,0,22-07 19:36:31
2127887,0,22-07 19:36:32
1639280,0,22-07 19:36:33
1326881,712,22-07 19:36:34
1869441,0,22-07 19:36:35
1983427,0,22-07 19:36:36
1571540,712,22-07 19:36:37
1299051,0,22-07 19:36:38
1366205,712,22-07 19:36:39
2471633,0,22-07 19:36:40
324522,2136,22-07 19:36:41
307398,356,22-07 19:36:42
303765,356,22-07 19:36:43
1261665,0,22-07 19:36:44
1591138,0,22-07 19:36:45
2288140,0,22-07 19:36:46
1812748,0,22-07 19:36:47
1652384,0,22-07 19:36:48
1464812,0,22-07 19:36:49
1642408,0,22-07 19:36:50
1920778,0,22-07 19:36:51
991727,1068,22-07 19:36:52
1382185,0,22-07 19:36:53
1775442,0,22-07 19:36:54
1718958,1068,22-07 19:36:55
1815806,0,22-07 19:36:56
1613558,1424,22-07 19:36:57
1733636,0,22-07 19:36:58
1207977,712,22-07 19:36:59
380255,356,22-07 19:37:00
546781,712,22-07 19:37:01
2004729,0,22-07 19:37:02
1768671,0,22-07 19:37:03
2336817,0,22-07 19:37:04
2003633,0,22-07 19:37:05
2223232,0,22-07 19:37:06
2531497,0,22-07 19:37:07
2383082,0,22-07 19:37:08
2377812,0,22-07 19:37:09
1431181,0,22-07 19:37:10
1109387,1068,22-07 19:37:11
1994923,0,22-07 19:37:12
1188541,356,22-07 19:37:13
1467156,712,22-07 19:37:14
2950875,712,22-07 19:37:15
2359177,356,22-07 19:37:16
3123264,1068,22-07 19:37:17
437625,356,22-07 19:37:18
657202,356,22-07 19:37:19
2397132,0,22-07 19:37:20
2861557,0,22-07 19:37:21
3027426,0,22-07 19:37:22
2625934,0,22-07 19:37:23
3108942,0,22-07 19:37:24
2731092,2136,22-07 19:37:25
3780536,0,22-07 19:37:26
3259298,712,22-07 19:37:27
