"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain1-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","27 Jul 2017 07:11:12 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,27-07 07:11:12
0,0,27-07 07:11:13
0,0,27-07 07:11:14
0,0,27-07 07:11:15
0,0,27-07 07:11:16
0,0,27-07 07:11:17
0,0,27-07 07:11:18
0,0,27-07 07:11:19
0,0,27-07 07:11:20
0,0,27-07 07:11:21
9490437,47839,27-07 07:11:22
12263748,68706,27-07 07:11:23
12395546,65670,27-07 07:11:24
12660066,68598,27-07 07:11:25
12398252,76440,27-07 07:11:26
13057374,78522,27-07 07:11:27
11905614,72750,27-07 07:11:28
12926698,73470,27-07 07:11:29
13023084,70782,27-07 07:11:30
12397988,53250,27-07 07:11:31
12346911,68951,27-07 07:11:32
12718910,77586,27-07 07:11:33
12664044,70914,27-07 07:11:34
12132412,73602,27-07 07:11:35
12791534,75042,27-07 07:11:36
12407988,73722,27-07 07:11:37
12527080,75174,27-07 07:11:38
12659472,73884,27-07 07:11:39
13139716,80346,27-07 07:11:40
12073964,70092,27-07 07:11:41
12754256,77064,27-07 07:11:42
12638313,77837,27-07 07:11:43
12590298,76890,27-07 07:11:44
12301008,75714,27-07 07:11:45
13129074,76758,27-07 07:11:46
11985382,71712,27-07 07:11:47
12985824,79038,27-07 07:11:48
12300546,74526,27-07 07:11:49
12842220,77484,27-07 07:11:50
12586254,74316,27-07 07:11:51
12443400,75648,27-07 07:11:52
12374057,76493,27-07 07:11:53
12579110,74208,27-07 07:11:54
12529324,77496,27-07 07:11:55
12528508,75066,27-07 07:11:56
12528070,75990,27-07 07:11:57
12659406,76518,27-07 07:11:58
13189568,82110,27-07 07:11:59
12513102,75264,27-07 07:12:00
11954674,73482,27-07 07:12:01
12877458,78738,27-07 07:12:02
13031925,76919,27-07 07:12:03
12264078,73140,27-07 07:12:04
12265068,73866,27-07 07:12:05
12370644,63318,27-07 07:12:06
13082672,77772,27-07 07:12:07
12644966,77244,27-07 07:12:08
12279772,74046,27-07 07:12:09
12695346,77706,27-07 07:12:10
12587310,77220,27-07 07:12:11
12362708,73920,27-07 07:12:12
13127369,81815,27-07 07:12:13
12086670,73866,27-07 07:12:14
12565462,77376,27-07 07:12:15
12372906,75366,27-07 07:12:16
13106236,78090,27-07 07:12:17
12276430,72984,27-07 07:12:18
12782194,78048,27-07 07:12:19
12397988,73428,27-07 07:12:20
12897638,77232,27-07 07:12:21
